red_izo,CJ UZ Z,AJ UZ Z,CJ PP Z,AJ PP Z,MA DT Z,CJ DT Z,AJ DT Z,www,adresa,nazev_plny,red_naz,KODOK,NAZOK,NAZKR
600011658,40.7,69.7,48.5,62.4,57.9,49.8,74.1,www.spsstavhk.cz,"Pospíšilova tř. 787, Hradec Králové","Střední průmyslová škola stavební, Hradec Králové, Pospíšilova tř. 787",SPŠ stavební,3602,Hradec Králové,Královéhradecký
600011828,48.3,42.6,47.2,22.9,25.8,36.2,41.4,www.hradebni.cz,"Hradební 1029, Hradec Králové","Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, Hradec Králové","SPŠ, SOŠ a SOU",3602,Hradec Králové,Královéhradecký
600011631,38.3,62.4,50.4,51.6,63.7,51.6,64.6,www.ssakhk.cz,"Hradecká 1151, Hradec Králové",Střední škola a vyšší odborná škola aplikované kybernetiky s.r.o.,SŠ a VOŠ aplikované kybernetiky s.r.o.,3602,Hradec Králové,Královéhradecký
691004048,,,,,,,,highschool.cz,"Na Kotli 1201, Hradec Králové","Střední škola Sion High School, Hradec Králové",SŠ Sion High School,3602,Hradec Králové,Královéhradecký
600011712,37.3,36.4,28.6,26.9,34.9,32.0,24.7,www.sssoghk.cz,"Velká 3, Hradec Králové","Střední škola služeb, obchodu a gastronomie, Hradec Králové, Velká 3","Stř. škola služeb, obchodu a gastronomie",3602,Hradec Králové,Královéhradecký
600011747,30.9,37.3,36.2,35.8,24.9,37.3,38.5,www.hnn.cz,"17. listopadu 1202, Hradec Králové","Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku, Hradec Králové, 17. listopadu 1202",Stř.uměleckoprům.škola hud.nástr. a náb.,3602,Hradec Králové,Královéhradecký
600011801,45.5,55.5,42.7,51.7,61.4,54.6,46.7,www.sosvet.cz,"Pražská 68, Hradec Králové","Střední odborná škola veterinární, Hradec Králové-Kukleny, Pražská 68",Střední odborná škola veterinární,3602,Hradec Králové,Královéhradecký
600024016,,,,,,,,neslhk.com,"Štefánikova 549, Hradec Králové","Střední škola, Základní škola a Mateřská škola, Hradec Králové, Štefánikova 549","Střední škola, Základní škola a MŠ",3602,Hradec Králové,Královéhradecký
600019772,39.0,45.9,40.1,48.2,40.4,35.9,26.6,www.zshk.cz,"Komenského 234, Hradec Králové","Vyšší odborná škola zdravotnická a Střední zdravotnická škola, Hradec Králové, Komenského 234",VOŠ zdravotnická a Střední zdrav. škola,3602,Hradec Králové,Královéhradecký
600011682,50.7,53.4,36.7,68.4,78.4,68.9,62.4,www.gnb.cz,"Komenského 77, Nový Bydžov","Gymnázium, Nový Bydžov, Komenského 77",Gymnázium,3602,Hradec Králové,Královéhradecký
600011763,22.4,17.6,35.1,21.0,30.6,27.3,39.5,www.sstrnb.cz,"Dr. M. Tyrše 112, Nový Bydžov","Střední škola technická a řemeslná, Nový Bydžov, Dr. M. Tyrše 112",Střední škola technická a řemeslná,3602,Hradec Králové,Královéhradecký
600011780,23.9,40.3,30.3,42.0,40.9,45.8,25.1,www.sosnb.cz,"Jana Maláta 1869, Nový Bydžov","Vyšší odborná škola a Střední odborná škola, Nový Bydžov, Jana Maláta 1869",VOŠ  a SOŠ,3602,Hradec Králové,Královéhradecký
600011607,16.9,31.9,19.0,26.2,21.7,19.6,39.7,www.ssp-smirice.cz,"Gen. Govorova 110, Smiřice","Střední škola potravinářská, Smiřice, Gen. Govorova 110",Střední škola potravinářská,3602,Hradec Králové,Královéhradecký
651014646,41.1,29.2,56.3,26.4,29.6,36.6,29.1,,"Heldovo náměstí 231, Třebechovice pod Orebem","TRIVIS - Střední škola veřejnoprávní Třebechovice pod Orebem, s.r.o.",TRIVIS-Střední škola veřejnoprávní s.r.o,3602,Hradec Králové,Královéhradecký
600011852,60.3,54.2,72.2,70.1,83.7,65.3,61.1,http://www.gymhlinsko.cz,"Adámkova třída 55, Hlinsko","Gymnázium K. V. Raise, Hlinsko, Adámkova 55",Gymnázium K. V. Raise,3603,Chrudim,Pardubický
600024032,,,,,,,,http://www.chroustovice.cz,"Zámek 1, Chroustovice","Odborné učiliště Chroustovice, Zámek 1",Odborné učiliště,3603,Chrudim,Pardubický
600011917,26.4,48.8,37.7,40.5,24.6,31.1,30.1,http://www.hotelovaskola.chrudim.cz,"Víta Nejedlého 482, Chrudim III",Hotelová škola Bohemia s.r.o.,Hotelová škola Bohemia s.r.o.,3603,Chrudim,Pardubický
600011925,20.7,20.2,35.4,19.9,28.7,39.2,33.2,http://www.sportovniskola.chrudim.cz,"Víta Nejedlého 482, Chrudim III",Základní škola a Střední škola Bohemia s.r.o.,ZŠ a SŠ Bohemia s.r.o.,3603,Chrudim,Pardubický
600011887,42.5,55.3,58.5,76.2,84.7,75.5,64.4,http://www.gjr.cz,"Olbrachtova 291, Chrudim","Gymnázium Josefa Ressela, Chrudim, Olbrachtova 291",Gymnázium Josefa Ressela,3603,Chrudim,Pardubický
600011879,40.3,44.9,58.0,44.8,66.4,55.3,59.7,http://www.oa.chrudim.cz,"Tyršovo náměstí 250, Chrudim","Obchodní akademie, Chrudim, Tyršovo náměstí 250",Obchodní akademie,3603,Chrudim,Pardubický
600170772,34.4,46.0,37.2,49.0,49.0,52.5,51.5,http://www.sos-sou.chrudim.cz,"Čáslavská 205, Chrudim","Střední odborná škola a Střední odborné učiliště obchodu a služeb, Chrudim, Čáslavská 205",SOŠ a SOU obchodu a služeb,3603,Chrudim,Pardubický
651033772,28.6,41.5,36.3,32.7,7.8,30.3,23.1,http://www.szes.chrudim.cz,"Poděbradova 842, Chrudim",Střední škola zemědělská a Vyšší odborná škola Chrudim,SŠ zemědělská a VOŠ,3603,Chrudim,Pardubický
600011984,26.8,47.7,27.1,44.6,47.6,42.2,43.7,http://www.sps-chrudim.cz,"Čáslavská 973, Chrudim",Střední průmyslová škola Chrudim,Střední průmyslová škola,3603,Chrudim,Pardubický
600019781,40.8,34.9,45.6,25.0,39.6,32.1,21.8,http://www.szs.chrudim.cz,"Poděbradova 336, Chrudim",Střední škola zdravotnická a sociální Chrudim,Střední škola zdravotnická a sociální,3603,Chrudim,Pardubický
650004833,,,,,,,,http://www.souvnasavrky.cz,"Slatiňanská 135, Nasavrky","Střední odborné učiliště včelařské - Včelařské vzdělávací centrum, o.p.s.","SOU včelařské - VVC, o.p.s.",3603,Chrudim,Pardubický
691000719,17.9,43.9,46.5,59.5,49.3,61.3,47.3,http://www.gymskutec.cz,"Vítězslava Nováka 584, Skuteč",Gymnázium Suverénního řádu maltézských rytířů ve Skutči,Gymnázium Suverénního řádu maltéz.rytířů,3603,Chrudim,Pardubický
600011941,30.7,39.7,22.5,37.3,30.4,22.5,21.5,http://www.sos-tremosnice.cz,"Sportovní 322, Třemošnice","Střední odborná škola a Střední odborné učiliště technické, Třemošnice, Sportovní 322",SOŠ a SOU technické,3603,Chrudim,Pardubický
600012085,43.5,40.2,40.5,48.5,46.8,46.3,45.6,www.ghorice.cz,"Husova 1414, Hořice","Gymnázium, střední odborná škola, střední odborné učiliště a vyšší odborná škola, Hořice","Gymnázium, SOŠ, SOU a VOŠ",3604,Jičín,Královéhradecký
600024113,,,,,,,,www.ouhorice.cz,"Havlíčkova 54, Hořice","Odborné učiliště a Praktická škola, Hořice, Havlíčkova 54",Odborné učiliště a Praktická škola,3604,Jičín,Královéhradecký
600012077,33.3,44.2,43.7,26.6,27.6,20.7,25.0,www.spsks.cz,"Husova 675, Hořice","Střední průmyslová škola kamenická a sochařská, Hořice, Husova 675",SPŠ kamenická a sochařská,3604,Jičín,Královéhradecký
600011992,46.1,47.2,58.2,63.8,85.2,77.7,68.0,www.gymjc.cz,"Jiráskova 30, Jičín","Lepařovo gymnázium, Jičín, Jiráskova 30",Lepařovo gymnázium,3604,Jičín,Královéhradecký
600012000,37.9,35.0,52.6,49.9,56.2,49.2,50.5,www.moa-jc.cz,"17. listopadu 220, Jičín","Masarykova obchodní akademie, Jičín, 17. listopadu 220",Masarykova obchodní akademie,3604,Jičín,Královéhradecký
600012093,29.0,35.7,46.2,19.0,70.8,67.6,61.7,www.sposka.cz,"Na Tobolce 389, Jičín","Soukromá střední škola podnikatelská - ALTMAN, s.r.o.","Soukr. SŠ podnikatelská - ALTMAN, s.r.o.",3604,Jičín,Královéhradecký
600012069,33.4,44.0,35.5,61.3,68.6,56.5,62.2,www.vos-sps-jicin.cz,"Pod Koželuhy 100, Jičín","Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100",Vyšší odborná škola a SPŠ,3604,Jičín,Královéhradecký
600012018,47.2,49.7,28.9,31.0,6.4,45.9,33.5,www.zahradnicka-skola-kopidlno.cz,"náměstí Hilmarovo 1, Kopidlno","Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1",Střední škola zahradnická,3604,Jičín,Královéhradecký
600012051,11.0,30.3,18.0,34.9,12.3,21.1,15.8,www.soulb.cz,"Zámecká 478, Lázně Bělohrad","Střední odborné učiliště, Lázně Bělohrad, Zámecká 478",Střední odborné učiliště,3604,Jičín,Královéhradecký
600012026,36.0,51.7,53.7,52.7,60.1,56.1,60.6,gymnp.cz,"Kumburská 740, Nová Paka","Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740",Gymnázium a SOŠ pedagogická,3604,Jičín,Královéhradecký
600170781,26.7,64.9,37.2,32.9,38.1,43.7,49.1,www.issnp.cz,"Kumburská 846, Nová Paka","Integrovaná střední škola, Nová Paka, Kumburská 846",Integrovaná střední škola,3604,Jičín,Královéhradecký
600170802,19.1,26.4,25.8,25.4,24.3,31.0,25.0,www.ssgs.cz,"Masarykovo nám. 2, Nová Paka","Střední škola gastronomie a služeb, Nová Paka, Masarykovo nám. 2",Střední škola gastronomie a služeb,3604,Jičín,Královéhradecký
600012107,57.2,55.8,79.5,65.8,82.5,73.5,67.9,www.gybroumov.cz,"Hradební 218, Broumov","Gymnázium, Broumov, Hradební 218",Gymnázium,3605,Náchod,Královéhradecký
600012221,20.3,25.0,34.4,37.1,20.0,28.0,23.1,www.soukrej.cz,"17. listopadu 1197, Červený Kostelec","Střední škola oděvní, služeb a ekonomiky, Červený Kostelec, 17. listopadu 1197","SŠ oděvní, služeb a ekonomiky",3605,Náchod,Královéhradecký
600012212,34.5,30.9,33.9,36.8,17.5,32.1,33.0,www.hshronov.cz,"Čapkova 193, Hronov","Střední škola hotelnictví a podnikání SČMSD, Hronov, s.r.o.","SŠ hotelnictví a podnikání SČMSD, s.r.o.",3605,Náchod,Královéhradecký
600170829,27.1,21.6,25.4,35.6,39.7,36.1,35.9,www.spshronov.cz,"Hostovského 910, Hronov","Střední průmyslová škola, Hronov, Hostovského 910",Střední průmyslová škola,3605,Náchod,Královéhradecký
600012123,43.9,51.8,63.5,57.6,74.0,60.2,53.4,www.goajaro.cz,"Lužická 423, Jaroměř","Gymnázium a Střední odborná škola, Jaroměř, Lužická 423",Gymnázium a SOŠ,3605,Náchod,Královéhradecký
600012158,28.7,26.5,66.1,37.9,54.7,42.1,41.9,sou-jaromer.cz,"Studničkova 260, Jaroměř","Střední škola řemeslná, Jaroměř, Studničkova 260",Střední škola řemeslná,3605,Náchod,Královéhradecký
600012271,32.4,38.6,38.6,44.8,,51.7,47.4,www.academiamercurii.cz,"Smiřických 740, Náchod","ACADEMIA MERCURII soukromá střední škola, s.r.o.","ACADEMIA MERCURII soukromá SŠ, s.r.o.",3605,Náchod,Královéhradecký
600012115,46.7,60.5,64.0,68.7,82.7,77.4,63.3,www.gymnachod.cz,"Řezníčkova 451, Náchod","Jiráskovo gymnázium, Náchod, Řezníčkova 451",Jiráskovo gymnázium,3605,Náchod,Královéhradecký
600012255,45.9,48.0,48.3,46.7,55.0,53.3,55.3,www.oanachod.cz,"Denisovo nábřeží 673, Náchod","Obchodní akademie, Náchod, Denisovo nábřeží 673",Obchodní akademie,3605,Náchod,Královéhradecký
600012247,35.6,31.3,49.0,22.1,22.8,20.7,17.4,www.socea.cz,"Kladská 335, Náchod",Střední odborná škola sociální - Evangelická akademie,SOŠ sociální - Evangelická akademie,3605,Náchod,Královéhradecký
600012263,38.7,47.3,52.6,51.5,49.8,49.2,51.7,www.voss-na.cz,"Pražská 931, Náchod","Vyšší odborná škola stavební a Střední průmyslová škola stavební arch. Jana Letzela, Náchod, Pražská 931",VOŠ stavební a SPŠ stavební J.Letzela,3605,Náchod,Královéhradecký
600012204,25.9,36.8,30.6,25.5,53.0,37.1,37.2,www.spsnome.cz,"Školní 1377, Nové Město nad Metují","Střední průmyslová škola, střední odborná škola a střední odborné učiliště, Nové Město nad Metují, Školní 1377","SPŠ, SOŠ a SOU",3605,Náchod,Královéhradecký
600024211,,,,,,,,www.skolynome.cz,"Husovo nám. 1218, Nové Město nad Metují","Střední škola a Základní škola, Nové Město nad Metují",Střední škola a Základní škola,3605,Náchod,Královéhradecký
600012239,40.2,21.0,32.4,27.6,12.9,23.1,27.7,www.sshssteplicenm.cz,"Střmenské podhradí 218, Teplice nad Metují","Střední škola hotelnictví a společného stravování, Teplice nad Metují",SŠ hotelnictví a společného stravování,3605,Náchod,Královéhradecký
600170811,39.6,36.6,45.4,51.2,44.8,44.6,39.0,www.ssptp.cz,"Náchodská 285, Velké Poříčí","Střední škola propagační tvorby a polygrafie, Velké Poříčí, Náchodská 285",SŠ propagační tvorby a polygrafie,3605,Náchod,Královéhradecký
600170837,57.2,53.4,42.9,25.3,49.4,42.4,37.3,http://www.spsauto.cz,"Nádražní 301, Holice v Čechách",Střední škola automobilní Holice,Střední škola automobilní Holice,3606,Pardubice,Pardubický
600012301,56.0,43.8,65.6,73.4,68.5,70.8,56.6,http://www.gyholi.cz,"Na Mušce 1110, Holice","Gymnázium Dr. Emila Holuba, Holice, Na Mušce 1110",Gymnázium Dr. Emila Holuba,3606,Pardubice,Pardubický
600012450,25.3,,14.0,,25.5,36.9,,http://www.souzchvaletice.cz,"Žižkova 139, Chvaletice","Střední odborné učiliště zemědělské, Chvaletice, Žižkova 139",Střední odborné učiliště zemědělské,3606,Pardubice,Pardubický
600012417,31.2,33.7,34.6,34.8,51.7,35.2,35.5,http://www.DELTA-skola.cz,"Ke Kamenci 151, Pardubice","DELTA - Střední škola informatiky a ekonomie, s.r.o.","DELTA - SŠ informatiky a ekonomie,s.r.o.",3606,Pardubice,Pardubický
600012468,35.7,48.4,40.4,45.1,36.7,44.2,47.6,http://www.skola-cestovnihoruchu.cz,"U Josefa 118, Pardubice","Střední odborná škola cestovního ruchu, s.r.o. Pardubice, U Josefa 118","SOŠ cestovního ruchu, s.r.o.",3606,Pardubice,Pardubický
600024270,,,,,,,,http://www.svitani.cz,"Komenského 432, Pardubice","Základní škola a Praktická škola SVÍTÁNÍ, o.p.s.","ZŠ a Praktická škola SVÍTÁNÍ, o.p.s.",3606,Pardubice,Pardubický
600012433,29.8,35.4,39.1,29.5,57.9,39.1,25.2,www.spsch.cz,"Poděbradská, Pardubice",Střední průmyslová škola chemická Pardubice,Střední průmyslová škola chemická,3606,Pardubice,Pardubický
600012298,39.6,65.2,48.0,60.4,72.8,56.6,64.3,http://www.agys.cz,"Gorkého 867, Pardubice","Anglické gymnázium, Střední odborná škola a Vyšší odborná škola, s.r.o.","Anglické gymnázium, SOŠ a VOŠ, s.r.o.",3606,Pardubice,Pardubický
600012310,55.3,67.3,72.4,67.2,79.8,81.4,72.8,http://www.gypce.cz,"Dašická 1083, Pardubice","Gymnázium, Pardubice, Dašická 1083",Gymnázium,3606,Pardubice,Pardubický
600012425,48.1,71.1,58.2,59.5,74.8,72.4,67.4,http://www.gymozart.cz,"Mozartova 449, Pardubice","Gymnázium, Pardubice, Mozartova 449",Gymnázium,3606,Pardubice,Pardubický
600012514,44.6,29.6,31.5,28.2,15.2,25.5,13.6,http://www.labskahotelovaskola.wz.cz,"U Josefa 118, Pardubice",Labská hotelová střední odborná škola a Střední odborné učiliště Pardubice s.r.o.,Labská hotel. SOŠ a SOU Pardubice s.r.o.,3606,Pardubice,Pardubický
600012328,31.2,47.9,44.1,52.8,41.0,59.4,51.4,http://www.oapce.cz,"Štefánikova 325, Pardubice","Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Pardubice, Štefánikova 325",Obchodní akademie a JŠ s právem SJZ,3606,Pardubice,Pardubický
600012379,,,,,,,,http://ssous.webzdarma.cz,"Černá za Bory 110, Pardubice",Střední odborné učiliště stavební Pardubice s.r.o.,SOU stavební Pardubice s.r.o.,3606,Pardubice,Pardubický
600024296,,,,,,,,www.zsaprsklasterni.webnode.cz,"Do Nového, Pardubice","Speciální mateřská škola, základní škola a praktická škola Pardubice","Speciální MŠ, ZŠ a praktická škola",3606,Pardubice,Pardubický
600012409,41.3,52.6,51.8,53.3,63.4,51.4,59.8,http://www.sgpce.cz,"Dašická 268, Pardubice","Sportovní gymnázium, Pardubice, Dašická 268",Sportovní gymnázium,3606,Pardubice,Pardubický
691005559,,,,,,,,,"Karla IV., Pardubice",Střední průmyslová škola elektrotechnická a Vyšší odborná škola Pardubice,SPŠ elektrotechnická a VOŠ,3606,Pardubice,Pardubický
600012484,35.0,38.7,33.6,9.1,51.7,50.0,29.6,www.sou-plynarenske.cz,"Poděbradská 93, Pardubice",Střední odborné učiliště plynárenské Pardubice,Střední odborné učiliště plynárenské,3606,Pardubice,Pardubický
600012352,40.6,28.1,29.4,28.7,30.9,32.6,17.0,http://www.sspas.cz,"nám. Republiky 116, Pardubice",Střední škola potravinářství a služeb Pardubice,Střední škola potravinářství a služeb,3606,Pardubice,Pardubický
600019799,34.7,34.9,51.5,28.7,28.7,38.8,14.0,http://www.szs-pardubice.cz,"Průmyslová 395, Pardubice","Střední zdravotnická škola, Pardubice, Průmyslová 395",Střední zdravotnická škola,3606,Pardubice,Pardubický
691003009,41.4,52.0,46.3,43.0,59.6,53.7,43.0,http://www.gyasos-prelouc.cz,"Obránců míru, Přelouč",Gymnázium a Střední odborná škola Přelouč,Gymnázium a Střední odborná škola,3606,Pardubice,Pardubický
600012522,21.8,37.7,25.8,19.6,22.5,30.0,51.4,http://pardubice.educanet.cz,"Školní 143, Rybitví","EDUCAnet - Střední odborná škola Pardubice, s.r.o.","EDUCAnet - SOŠ Pardubice, s.r.o.",3606,Pardubice,Pardubický
600170853,24.8,30.2,34.3,28.0,36.5,22.4,18.2,http://www.spsstavebni.cz,"Sokolovská 148, Rybitví",Střední průmyslová škola stavební Pardubice,SPŠ stavební Pardubice,3606,Pardubice,Pardubický
600012361,,,,,,,,http://www.skola-kladrubynl.cz,Kladruby nad Labem 105,Střední škola chovu koní a jezdectví Kladruby nad Labem,Střední škola chovu koní a jezdectví,3606,Pardubice,Pardubický
600012549,47.6,66.0,64.2,68.1,76.2,78.1,72.5,http://gympl.dobruska.cz,"Pulická 779, Dobruška","Gymnázium, Dobruška, Pulická 779",Gymnázium,3607,Rychnov nad Kněžnou,Královéhradecký
600012590,40.3,49.7,30.7,46.0,50.5,35.9,53.9,www.spse.dobruska.cz,"Čs. odboje 670, Dobruška","Střední průmyslová škola elektrotechniky a informačních technologií, Dobruška, Čs. odboje 670",SPŠ elektrotechniky a inform.technologií,3607,Rychnov nad Kněžnou,Královéhradecký
651017459,35.6,39.5,29.3,15.5,47.0,48.2,21.0,www.sspvc.cz,"Pulická 695, Dobruška","Střední škola - Podorlické vzdělávací centrum, Dobruška",Střední škola - Podorlické vzděl.centrum,3607,Rychnov nad Kněžnou,Královéhradecký
600012581,43.4,52.3,47.7,55.9,57.1,54.6,54.4,www.oakostelec.cz,"Komenského 522, Kostelec nad Orlicí","Obchodní akademie T. G. Masaryka, Kostelec nad Orlicí, Komenského 522",Obchodní akademie T. G. Masaryka,3607,Rychnov nad Kněžnou,Královéhradecký
600012573,36.0,43.5,42.9,44.1,23.6,34.7,35.7,www.szeskostelec.cz,"Komenského 873, Kostelec nad Orlicí","Střední škola zemědělská a ekologická a střední odborné učiliště chladicí a klimatizační techniky, Kostelec nad Orlicí",SŠ zem.a ekol. a SOU chlad. a klim.tech.,3607,Rychnov nad Kněžnou,Královéhradecký
600012557,42.7,57.7,63.8,72.6,78.3,79.9,64.9,www.grk.cz,"Hrdinů odboje 36, Rychnov nad Kněžnou","Gymnázium Františka Martina Pelcla, Rychnov nad Kněžnou, Hrdinů odboje 36",Gymnázium Fr. M. Pelcla,3607,Rychnov nad Kněžnou,Královéhradecký
691000107,29.3,21.4,33.5,22.1,30.3,27.4,28.5,vosrk.cz,"U Stadionu 1166, Rychnov nad Kněžnou","Vyšší odborná škola a Střední průmyslová škola, Rychnov nad Kněžnou, U Stadionu 1166",VOŠ a SPŠ,3607,Rychnov nad Kněžnou,Královéhradecký
600024300,,,,,,,,www.kolowratska.unas.cz,"Kolowratská 485, Rychnov nad Kněžnou","Základní škola a Praktická škola, Rychnov nad Kněžnou, Kolowratská 485",Základní škola a Praktická škola,3607,Rychnov nad Kněžnou,Královéhradecký
600171752,56.0,60.4,61.1,63.8,76.0,60.7,62.8,www.gymjil.cz,"Tkalcovská 460, Jilemnice","Gymnázium a Střední odborná škola, Jilemnice, Tkalcovská 460, příspěvková organizace","Gymnázium a SOŠ, příspěvková organizace",3608,Semily,Liberecký
600170918,24.8,48.1,41.9,41.2,29.9,24.9,35.3,www.skola-lomnice.cz,"Antala Staška 213, Lomnice nad Popelkou","Střední škola, Lomnice nad Popelkou, Antala Staška 213, příspěvková organizace","Střední škola, příspěvková organizace",3608,Semily,Liberecký
600012654,42.9,62.1,51.6,67.9,69.7,75.0,61.9,giosm.cz,"Nad Špejcharem 574, Semily","Gymnázium Ivana Olbrachta, Semily, Nad Špejcharem 574, příspěvková organizace","Gymn.I.Olbrachta, příspěvková organizace",3608,Semily,Liberecký
600170896,28.6,26.2,37.0,24.8,41.2,36.4,32.3,www.iss.ipnet.cz,"28. října 607, Semily","Integrovaná střední škola, Semily, 28. října 607, příspěvková organizace","ISŠ, příspěvková organizace",3608,Semily,Liberecký
600099296,59.6,53.5,55.0,62.9,12.7,64.2,67.2,www.waldorf-semily.cz,"Tyršova 485, Semily","Základní škola a Střední škola waldorfská, Semily",ZŠ a SŠ waldorfská Semily,3608,Semily,Liberecký
600012638,56.1,65.4,70.8,76.1,,71.0,75.3,www.gytu.cz,"Jana Palacha 804, Turnov","Gymnázium, Turnov, Jana Palacha 804, příspěvková organizace","Gymnázium, příspěvková organizace",3608,Semily,Liberecký
691000093,33.0,37.4,54.0,55.7,25.7,39.3,47.2,www.ohsturnov.cz,"Zborovská 519, Turnov","Obchodní akademie, Hotelová škola a Střední odborná škola, Turnov, Zborovská 519, příspěvková organizace","Obch.akad.,Hotel.škola a Střed.odb.škola",3608,Semily,Liberecký
600012646,28.5,31.9,52.0,24.6,36.2,36.0,30.9,www.sups.info,"Skálova 373, Turnov","Střední uměleckoprůmyslová škola a Vyšší odborná škola, Turnov, Skálova 373, příspěvková organizace","SUPŠ a VOŠ, příspěvková organizace",3608,Semily,Liberecký
600019802,36.2,32.7,38.2,47.4,65.5,34.7,27.9,www.szsturnov.cz,"28. října 1390, Turnov","Střední zdravotnická škola, Turnov, 28. října 1390, příspěvková organizace","SZdŠ, příspěvková organizace",3608,Semily,Liberecký
600170900,25.2,39.1,35.2,25.8,20.9,33.5,38.8,www.volny.cz/iss-vysokenj,"Dr. Farského 300, Vysoké nad Jizerou","Integrovaná střední škola, Vysoké nad Jizerou, Dr. Farského 300, příspěvková organizace","ISŠ, příspěvková organizace",3608,Semily,Liberecký
600012751,61.1,57.7,62.2,60.2,79.2,73.3,68.6,http://www.gymjev.cz,"A. K. Vitáka 452, Jevíčko","Gymnázium, Jevíčko, A. K. Vitáka 452",Gymnázium,3609,Svitavy,Pardubický
600012701,62.8,76.3,71.7,76.9,88.9,78.5,75.5,http://www.glit.cz,"T. G. Masaryka 590, Litomyšl","Gymnázium Aloise Jiráska, Litomyšl, T. G. Masaryka 590",Gymnázium Aloise Jiráska,3609,Svitavy,Pardubický
600012841,37.9,44.1,63.2,52.1,28.8,38.2,50.4,http://www.tradingcentre.cz,"Tyršova 237, Litomyšl",Soukromá střední odborná škola TRADING CENTRE s.r.o.,Soukromá SOŠ TRADING CENTRE s.r.o.,3609,Svitavy,Pardubický
691002797,35.1,57.8,38.7,38.4,50.1,35.9,24.5,www.szat.cz,"T. G. Masaryka 659, Litomyšl",Střední škola zahradnická a technická Litomyšl,Střední škola zahradnická a technická,3609,Svitavy,Pardubický
600012794,48.3,45.4,38.7,40.1,19.0,48.5,35.9,http://www.vospspgs.cz,"Komenského nám. 22, Litomyšl","Vyšší odborná škola pedagogická a Střední pedagogická škola, Litomyšl, Komenského nám. 22",VOŠ pedagogická a SPgŠ,3609,Svitavy,Pardubický
600012760,41.1,57.8,69.2,71.6,77.4,69.7,69.5,http://www.gmt.cz,"Svitavská 310, Moravská Třebová","Gymnázium, Moravská Třebová, Svitavská 310",Gymnázium,3609,Svitavy,Pardubický
600012816,23.8,32.2,38.3,38.1,11.8,34.3,28.1,http://www.issmt.cz,"Brněnská 1405, Moravská Třebová",Integrovaná střední škola Moravská Třebová,Integrovaná střední škola,3609,Svitavy,Pardubický
600024474,,,,,,,,http://www.specmt.com,"Komenského 287, Moravská Třebová","Speciální základní škola, mateřská škola a praktická škola Moravská Třebová","Speciální ZŠ, MŠ a praktická škola",3609,Svitavy,Pardubický
690000014,34.9,44.5,32.2,42.1,47.8,48.3,51.1,www.vsmt.cz,"Jevíčská 7, Moravská Třebová",Vojenská střední škola a Vyšší odborná škola Ministerstva obrany v Moravské Třebové,Vojenská SŠ a VOŠ Ministerstva obrany,3609,Svitavy,Pardubický
600012859,54.4,53.7,81.4,86.8,85.8,75.1,69.4,http://gympolicka.cz,"nábřeží Svobody 306, Polička","Gymnázium, Polička, nábřeží Svobody 306",Gymnázium,3609,Svitavy,Pardubický
600012735,32.3,37.7,34.2,51.5,42.4,37.4,28.0,http://www.soupolicka.cz,"Čs. armády 485, Polička","Střední odborná škola a Střední odborné učiliště, Polička, Čs. armády 485",SOŠ a SOU,3609,Svitavy,Pardubický
600012808,25.0,33.7,28.5,29.5,18.4,27.1,21.0,www.souobchpolicka.cz,"nám. Bohuslava Martinů 95, Polička","Střední škola obchodní a služeb SČMSD, Polička, s.r.o.","SŠ obch. a služeb SČMSD, Polička, s.r.o.",3609,Svitavy,Pardubický
600012786,63.1,73.5,65.7,70.3,77.2,78.4,73.8,http://www.gy.svitavy.cz,"Sokolovská 1638, Svitavy",Gymnázium a Jazyková škola s právem státní jazykové zkoušky Svitavy,Gymnázium a JŠ s právem SJZ Svitavy,3609,Svitavy,Pardubický
600012727,45.8,56.1,64.7,61.4,54.5,57.1,47.6,http://www.oa.svitavy.cz,"T. G. Masaryka 47, Svitavy","Obchodní akademie a Vyšší odborná škola ekonomická, Svitavy, T. G. Masaryka 47",Obchodní akademie a VOŠ ekonomická,3609,Svitavy,Pardubický
600012824,25.9,26.5,20.2,42.4,38.8,29.4,36.9,http://www.sousvitavy.cz,"Nádražní 1083, Svitavy",Střední odborné učiliště Svitavy,Střední odborné učiliště,3609,Svitavy,Pardubický
600019811,33.0,34.9,35.0,31.6,29.3,31.6,16.1,http://www.szs.svitavy.cz,"Purkyňova 256, Svitavy","Střední zdravotnická škola, Svitavy, Purkyňova 256",Střední zdravotnická škola,3609,Svitavy,Pardubický
600012867,38.9,61.4,50.0,69.1,76.5,65.4,67.3,www.gym-dk.cz,"nám. Odboje 304, Dvůr Králové nad Labem","Gymnázium, Dvůr Králové nad Labem, nám. Odboje 304",Gymnázium,3610,Trutnov,Královéhradecký
